Designator,Mid X,Mid Y,Rotation,Layer
SW1,133.82,-90.97,90.0,top
SW2,133.9,-80.05,270.0,top
USB1,148.57,-86.95,90.0,top
USB2,120.0075,-87.05,270.0,top
